source_id,doc_type,date,doc_url,id,name,zip_code,county,full_address,geometry
N6731,TEST,2020-09-02,https://www.deq.state.mi.us/aps/downloads/SRN/N6731/N6731_TEST_20200902.pdf,N6731,CMS GENERATION KALAMAZOO RIVER GENERATING STATION,49093,KALAMAZOO,"6900 EAST MICHIGAN AVENUE, COMSTOCK TWP, MI","[-85.49317339999999, 42.2882953]"
B6633,SAR,2014-07-16,https://www.deq.state.mi.us/aps/downloads/SRN/B6633/B6633_SAR_20140716.pdf,B6633,"AMERICAN AXLE & MANUFACTURING,  INC",49093,SAINT JOSEPH,"ONE MANUFACTURING DR, THREE RIVERS, MI","[-85.64208649999999, 41.9573087]"
B2025,FCE,2014-06-13,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_FCE_20140613.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,FCE,2016-01-26,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_FCE_20160126.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,FCE,2018-09-11,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_FCE_20180911.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,FCE,2020-10-07,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_FCE_20201007.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,SAR,2014-06-13,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_SAR_20140613.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,SAR,2018-09-11,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_SAR_20180911.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,SAR,2020-10-07,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_SAR_20201007.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,TEST,2016-09-22,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_TEST_20160922.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
B2025,TEST,2021-09-21,https://www.deq.state.mi.us/aps/downloads/SRN/B2025/B2025_TEST_20210921.pdf,B2025,AQUATIC CO,49093,SAINT JOSEPH,"888 W BROADWAY RD, THREE RIVERS, MI","[-85.6453336, 41.9313949]"
A6371,SAR,2017-01-23,https://www.deq.state.mi.us/aps/downloads/SRN/A6371/A6371_SAR_20170123.pdf,A6371,ARMSTRONG INTERNATIONAL,49093,SAINT JOSEPH,"816 MAPLE ST., THREE RIVERS, MI","[-85.6381878, 41.9554881]"
B2014,FCE,2014-08-28,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_FCE_20140828.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,FCE,2016-02-17,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_FCE_20160217.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,FCE,2018-08-29,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_FCE_20180829.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,FCE,2020-10-07,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_FCE_20201007.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,RVN,2018-09-18,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_RVN_20180918.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,SAR,2014-08-28,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_SAR_20140828.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,SAR,2016-02-09,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_SAR_20160209.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,SAR,2020-10-07,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_SAR_20201007.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,TEST,2015-09-23,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_TEST_20150923.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
B2014,VN,2018-08-29,https://www.deq.state.mi.us/aps/downloads/SRN/B2014/B2014_VN_20180829.pdf,B2014,"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY",49093,SAINT JOSEPH,"111  DAY DR, THREE RIVERS, MI","[-85.6493476, 41.94052019999999]"
N0760,FCE,2015-07-15,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_FCE_20150715.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,FCE,2018-11-13,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_FCE_20181113.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,RVN,2015-08-18,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_RVN_20150818.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,RVN,2018-12-11,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_RVN_20181211.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,RVN,2018-12-12,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_RVN_20181212.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,RVN,2019-07-17,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_RVN_20190717.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,RVN,2019-08-02,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_RVN_20190802.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,SAR,2018-11-13,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_SAR_20181113.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,VN,2015-07-15,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_VN_20150715.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,VN,2018-11-14,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_VN_20181114.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N0760,VN,2019-06-27,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N0760_VN_20190627.pdf,N0760,"FASTENER COATINGS, INC.",49093,SAINT JOSEPH,"1111  RIVER  ROAD, THREE RIVERS, MI","[-85.6214545, 41.9397186]"
N5719,SAR,2019-08-02,https://www.deq.state.mi.us/aps/downloads/SRN/N0760/N5719_SAR_20190802.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,FCE,2015-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_FCE_20150831.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,FCE,2017-08-07,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_FCE_20170807.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,FCE,2021-06-17,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_FCE_20210617.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,SAR,2014-12-09,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_SAR_20141209.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,SAR,2015-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_SAR_20150831.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,SAR,2017-08-07,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_SAR_20170807.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,SAR,2019-08-02,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_SAR_20190802.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,SAR,2021-06-17,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_SAR_20210617.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2014-03-03,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20140303.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2015-02-25,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20150225.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2016-02-17,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20160217.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2017-02-08,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20170208.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2018-01-30,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20180130.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2019-02-06,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20190206.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2019-10-22,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20191022.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2020-02-04,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20200204.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,TEST,2021-02-02,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_TEST_20210202.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
N5719,VN,2016-02-09,https://www.deq.state.mi.us/aps/downloads/SRN/N5719/N5719_VN_20160209.pdf,N5719,ORCHARD HILL SANITARY LANDFILL,49098,BERRIEN,"3290 HENNESEY RD, WATERVLIET, MI","[-86.28250419999999, 42.17186239999999]"
B7985,RVN,2014-05-01,https://www.deq.state.mi.us/aps/downloads/SRN/B7985/B7985_RVN_20140501.pdf,B7985,INTERNATIONAL PAPER,49093,SAINT JOSEPH,"1321 THIRD STREET, THREE RIVERS, MI","[-85.6316033, 41.93002329999999]"
B7985,VN,2014-04-03,https://www.deq.state.mi.us/aps/downloads/SRN/B7985/B7985_VN_20140403.pdf,B7985,INTERNATIONAL PAPER,49093,SAINT JOSEPH,"1321 THIRD STREET, THREE RIVERS, MI","[-85.6316033, 41.93002329999999]"
B2015,ACO,2018-12-20,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_ACO_20181220.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,ENFN,2018-08-22,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_ENFN_20180822.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,FCE,2014-07-08,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_FCE_20140708.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,FCE,2016-06-20,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_FCE_20160620.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,FCE,2018-05-31,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_FCE_20180531.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,RVN,2014-08-01,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_RVN_20140801.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,RVN,2018-05-17,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_RVN_20180517.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,RVN,2018-08-13,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_RVN_20180813.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,RVN,2020-05-27,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_RVN_20200527.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,RVN,2021-10-21,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_RVN_20211021.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,SAR,2016-06-20,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_SAR_20160620.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,SAR,2018-05-31,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_SAR_20180531.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,SAR,2020-09-01,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_SAR_20200901.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,SAR,2021-09-30,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_SAR_20210930.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,STIP,2020-06-05,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_STIP_20200605.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,TEST,2015-02-26,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_TEST_20150226.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,TEST,2017-09-07,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_TEST_20170907.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,TEST,2018-09-05,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_TEST_20180905.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,VN,2014-07-08,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_VN_20140708.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,VN,2018-04-23,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_VN_20180423.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,VN,2018-07-16,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_VN_20180716.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,VN,2020-05-11,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_VN_20200511.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
B2015,VN,2021-10-18,https://www.deq.state.mi.us/aps/downloads/SRN/B2015/B2015_VN_20211018.pdf,B2015,"METAL TECHNOLOGIES, INC. THREE RIVERS GRAY IRON",49093,SAINT JOSEPH,"429  FOURTH STREET, THREE RIVERS, MI","[-85.63096080000001, 41.938663]"
N8328,RVN,2017-01-09,https://www.deq.state.mi.us/aps/downloads/SRN/N8328/N8328_RVN_20170109.pdf,N8328,SOUTHERN MICHIGAN RUBBER INC,49093,CASS,"10298 M-60 WEST, THREE RIVERS, MI","[-85.76578339999999, 41.90478179999999]"
N8328,VN,2016-12-15,https://www.deq.state.mi.us/aps/downloads/SRN/N8328/N8328_VN_20161215.pdf,N8328,SOUTHERN MICHIGAN RUBBER INC,49093,CASS,"10298 M-60 WEST, THREE RIVERS, MI","[-85.76578339999999, 41.90478179999999]"
N6988,SAR,2020-10-06,https://www.deq.state.mi.us/aps/downloads/SRN/N6988/N6988_SAR_20201006.pdf,N6988,THREE RIVERS WASTEWATER TREATMENT PLANT,49093,SAINT JOSEPH,"333 W MICHIGAN AVE, THREE RIVERS, MI","[-85.63650160000002, 41.9429729]"
B8119,SAR,2020-10-07,https://www.deq.state.mi.us/aps/downloads/SRN/B8119/B8119_SAR_20201007.pdf,B8119,WALTERS-DIMMICK PETROLEUM,49093,SAINT JOSEPH,"503 SOUTH MAIN ST, THREE RIVERS, MI","[-85.6283709, 41.9379265]"
N1216,FCE,2015-09-18,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_FCE_20150918.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
N1216,FCE,2017-08-14,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_FCE_20170814.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
N1216,FCE,2021-08-18,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_FCE_20210818.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
N1216,SAR,2015-09-18,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_SAR_20150918.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
N1216,SAR,2017-08-14,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_SAR_20170814.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
N1216,SAR,2019-08-23,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_SAR_20190823.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
N1216,SAR,2021-08-18,https://www.deq.state.mi.us/aps/downloads/SRN/N1216/N1216_SAR_20210818.pdf,N1216,WESTSIDE RECYCLING AND DISPOSAL FACILITY,49093,SAINT JOSEPH,"14094 W. M-60, THREE RIVERS, MI","[-85.6807271, 41.9241412]"
B7640,SAR,2016-12-01,https://www.deq.state.mi.us/aps/downloads/SRN/B7640/B7640_SAR_20161201.pdf,B7640,GLOVE COATERS,49094,CALHOUN,"8380 E HWY M-60, UNION CITY, MI","[-85.1315182, 42.0767405]"
P0450,SAR,2016-11-22,https://www.deq.state.mi.us/aps/downloads/SRN/P0450/P0450_SAR_20161122.pdf,P0450,"TRI PAC, INC",49095,CASS,"17336 M-60 EAST, VANDALIA, MI","[-85.9025793, 41.9165463]"
D0837,SAR,2015-08-10,https://www.deq.state.mi.us/aps/downloads/SRN/D0837/D0837_SAR_20150810.pdf,D0837,CITIZENS ELEVATOR CO,49096,EATON,"870 S MAIN, VERMONTVILLE, MI","[-85.0259039, 42.61755350000001]"
B6151,SAR,2017-12-06,https://www.deq.state.mi.us/aps/downloads/SRN/B6151/B6151_SAR_20171206.pdf,B6151,"IMERYS PERLITE USA, INC.",49097,KALAMAZOO,"1950 E W AVE, VICKSBURG, MI","[-85.532775, 42.1200456]"
N1239,RVN,2019-12-27,https://www.deq.state.mi.us/aps/downloads/SRN/N1239/N1239_RVN_20191227.pdf,N1239,STEWART SUTHERLAND INC,49097,KALAMAZOO,"5411 EAST V AVENUE, VICKSBURG, MI","[-85.52183459999999, 42.1293848]"
N1239,SAR,2019-12-19,https://www.deq.state.mi.us/aps/downloads/SRN/N1239/N1239_SAR_20191219.pdf,N1239,STEWART SUTHERLAND INC,49097,KALAMAZOO,"5411 EAST V AVENUE, VICKSBURG, MI","[-85.52183459999999, 42.1293848]"
N1239,VN,2019-12-19,https://www.deq.state.mi.us/aps/downloads/SRN/N1239/N1239_VN_20191219.pdf,N1239,STEWART SUTHERLAND INC,49097,KALAMAZOO,"5411 EAST V AVENUE, VICKSBURG, MI","[-85.52183459999999, 42.1293848]"
N5044,FCE,2015-02-11,https://www.deq.state.mi.us/aps/downloads/SRN/N5044/N5044_FCE_20150211.pdf,N5044,SUMMIT POLYMERS-VICKSBURG,49097,KALAMAZOO,"115 SOUTH LEJA DR., VICKSBURG, MI","[-85.54850359999999, 42.12036210000001]"
N5044,FCE,2020-10-06,https://www.deq.state.mi.us/aps/downloads/SRN/N5044/N5044_FCE_20201006.pdf,N5044,SUMMIT POLYMERS-VICKSBURG,49097,KALAMAZOO,"115 SOUTH LEJA DR., VICKSBURG, MI","[-85.54850359999999, 42.12036210000001]"
